post_id,community
1856725251452723423,ADHD
1856725552880631845,ADHD
1859255382205403537,ADHD
1859256223880642785,ADHD
1841357201316717021,ADHD
1841362176281383378,ADHD
1843944328692937158,ADHD
1846456547422957935,ADHD
1846458511540052304,ADHD
1849009297771962748,ADHD
1851537151759933868,ADHD
1836278140332839023,ADHD
1836300626310943119,ADHD
1836321671499665475,ADHD
1836327485719331081,ADHD
1836344189908385859,ADHD
1836468782828835096,ADHD
1970863739101757552,ADHD
1838895644481626322,ADHD
1838897268578988522,ADHD
1838900971633565777,ADHD
1509873594528157743,ADHD
1509877474699657226,ADHD
1509880303946457094,ADHD
1509882645953585152,ADHD
1509900232225705985,ADHD
1509900821454073890,ADHD
1509901724944941060,ADHD
1512398100316442632,ADHD
1512554974881849349,ADHD
1910659288097337698,ADHD
1910773067862663548,ADHD
1514781632330297351,ADHD
1517341431047852034,ADHD
1783857963578323013,ADHD
1783857970842837459,ADHD
1783857976320594184,ADHD
1783857985967538616,ADHD
1783857991546020040,ADHD
1783857995480186928,ADHD
1783857998693101642,ADHD
1783858001796878642,ADHD
1783858005349437910,ADHD
1783858008553836988,ADHD
1783867605167579464,ADHD
1956238312668098719,ADHD
1601239210140131328,ADHD
1999430130683510909,ADHD
2001971908905243039,ADHD
2009527686033494278,ADHD
1542740940598792192,ADHD
1542835573169201154,ADHD
1941108716172128730,ADHD
1545348074167537666,ADHD
1550492298747822080,ADHD
1532708726427332608,ADHD
1535242141173260290,ADHD
1537752393403748352,ADHD
1540298584037462017,ADHD
1522569899478032385,ADHD
1525062783804575744,ADHD
1530066142873759744,ADHD
1986917160485032213,ADHD
1593526825657008128,ADHD
1593532524923428866,ADHD
1578237681015955456,ADHD
1568118467760455680,ADHD
1568119027943309313,ADHD
1568119228670119936,ADHD
1568131222034841600,ADHD
1968871036343943655,ADHD
1969106324152619254,ADHD
1969184808266834090,ADHD
1839617043412201533,ADHD
1707826690515206193,ADHD
1825682982226510102,ADHD
1561521975637467136,ADHD
1894124520333553684,ADHD
1934671378478756019,ADHD
1919241384709480812,ADHD
1787532263959183403,ADHD
1975085824833413551,ADHD
1510302256595443714,ADHD
1510371826622513160,ADHD
1644695160666615812,ADHD
1784341909982375955,ADHD
1520472506993360896,ADHD
1939099647051522257,ADHD
1918751559149592768,ADHD
1926232083371806824,ADHD
1911300568091422882,ADHD
1781923977977303068,ADHD
1781939676800049294,ADHD
1957072028327973106,ADHD
1744083500255396337,ADHD
1939117294371631359,ADHD
1939118741813354803,ADHD
1939119603021402179,ADHD
1969787965334249857,ADHD
1912876867188645987,ADHD
1783557781275955659,ADHD
1603257136733212673,ADHD
1755488536092881308,ADHD
1549957708471730178,ADHD
1938338122418233528,ADHD
1509419112849715206,ADHD
1509480270612869123,ADHD
1509480459130093572,ADHD
1509480600729796608,ADHD
1509613807215120385,ADHD
1785988580906844206,ADHD
1595588037282615296,ADHD
1973711639603192069,ADHD
1973717045280911818,ADHD
1699783779886485843,ADHD
1914539101895770232,ADHD
1917082156569956603,ADHD
1952532656362570169,ADHD
1952541199962968296,ADHD
1952748808376619340,ADHD
1952749225185362159,ADHD
1952749397474779299,ADHD
1688943303104892929,ADHD
1955080908370850290,ADHD
1955084808771494296,ADHD
1998324907332002080,ADHD
2000891506878767288,ADHD
1754772604525617593,ADHD
1772694711058203041,ADHD
1988230783845257679,ADHD
1577320059374129153,ADHD
1967934936368943163,ADHD
1780601245251846468,ADHD
1915098360173806026,ADHD
1783098993213317597,ADHD
1783099055255749013,ADHD
1783099196951732545,ADHD
1783099493539291144,ADHD
1783100191706357773,ADHD
1783100990540964207,ADHD
1549603637202149376,ADHD
1549831280258387968,ADHD
1902242953403277498,ADHD
1978496178380533834,ADHD
1970785960549024105,ADHD
1970863843304763867,ADHD
1970867995187536177,ADHD
1915769580980523107,ADHD
1915863971736735917,ADHD
1915864691886461280,ADHD
1953734396466343949,ADHD
1996776377954230692,ADHD
1882622876093923553,ADHD
1882625138379952401,ADHD
1882625334685872526,ADHD
1882626231872704557,ADHD
1882633046882713858,ADHD
1882634006635884708,ADHD
1882648156607045837,ADHD
1882660862835802402,ADHD
1882677488255750307,ADHD
1882759739098255370,ADHD
1882765984819454422,ADHD
1882792076682969516,ADHD
1882805517518807490,ADHD
1882805742375501932,ADHD
1882807381450690571,ADHD
1882811422331310107,ADHD
1882813504228602190,ADHD
1882818946086416726,ADHD
1882855863414829308,ADHD
1882867414154813705,ADHD
1882915178913948064,ADHD
1882924318285578655,ADHD
1882926181827432687,ADHD
1882936384316670432,ADHD
1885230466791293185,ADHD
1885244474453901711,ADHD
1885246316126618073,ADHD
1885246592191508587,ADHD
1933363568642035990,ADHD
1936146183409336780,ADHD
1902909925065412941,ADHD
1918321315481829863,ADHD
1920796247641727456,ADHD
1859750195174781291,ADHD
1842338594087727413,ADHD
1849820045246910813,ADHD
1909141799945273662,ADHD
1909141931201822781,ADHD
1909146470739030387,ADHD
1909176664963031514,ADHD
1916895026845487578,ADHD
1916895627054583887,ADHD
1916895879371329723,ADHD
1952252158445080725,ADHD
1893835124917010698,ADHD
1893966904798089281,ADHD
1937109931267641570,ADHD
1937109935369916802,ADHD
1896688736181862814,ADHD
1919218883099058561,ADHD
1921786480952820210,ADHD
1921787555495731440,ADHD
1921798199594848280,ADHD
1921923729149374820,ADHD
1921923936255631486,ADHD
1921982010676990120,ADHD
1921982051797893505,ADHD
1921982176595251584,ADHD
1924354034590195988,ADHD
1926990195271905588,ADHD
1843387802320548251,ADHD
1970066075695112694,ADHD
1916003611529687165,ADHD
1916017660510286265,ADHD
1916028260749652257,ADHD
1916046054232858710,ADHD
1916057721008279929,ADHD
1916073642049368364,ADHD
1870378077416522017,ADHD
1885831033653743913,ADHD
1885831039680979103,ADHD
1885831042658975795,ADHD
1885831046773502147,ADHD
1885831051240411147,ADHD
1885831054604255555,ADHD
1885831057804550280,ADHD
1888016456954298725,ADHD
1882975568498704839,ADHD
1882978603836604573,ADHD
1882980893645828523,ADHD
1882990662100107637,ADHD
1882991841978810715,ADHD
1883076547634213178,ADHD
1883093990591053886,ADHD
1883098381331165204,ADHD
1883142341680415147,ADHD
1883181622176223640,ADHD
1883223821676916863,ADHD
1921000601317441709,ADHD
1921001600241250657,ADHD
1926218983163752611,ADHD
1926219142698311723,ADHD
1926220564403732669,ADHD
1928740024318644457,ADHD
1928740264647999771,ADHD
1989820558004134206,ADHD
1989821378048954735,ADHD
1857792413219119548,ADHD
1860456639247024445,ADHD
1842356373746483398,ADHD
1842485954092614126,ADHD
1951901657953923164,ADHD
1951901660755767778,ADHD
1863152551517900957,ADHD
1863153285986689056,ADHD
1886168681673023961,ADHD
1883362273206673875,ADHD
1883453300038947072,ADHD
1883505317453160950,ADHD
1883522927905366094,ADHD
1883538335035224535,ADHD
1898565243413930232,ADHD
1898727486394957961,ADHD
1898784223277797568,ADHD
1906208640958153159,ADHD
1919152530665173093,ADHD
1858239679956754712,ADHD
1956006497210556446,ADHD
1895176458672234761,ADHD
1882308450128191636,ADHD
1882314961818657018,ADHD
1882402898128388179,ADHD
1882405334188462448,ADHD
1882409794293882915,ADHD
1882440376004526351,ADHD
1882491954598224116,ADHD
1882530550021550403,ADHD
1882556680292229375,ADHD
1882557213786661311,ADHD
1884808087229321435,ADHD
1884931972377542974,ADHD
1884932082733854963,ADHD
1884936681876254897,ADHD
1884969516469248298,ADHD
1885102520395325802,ADHD
1935707207078748616,ADHD
1897730148532699471,ADHD
1897730875682369559,ADHD
1902673341518950604,ADHD
1902673348707922072,ADHD
1902673353871138822,ADHD
1902673358589767924,ADHD
1902673371936018838,ADHD
1905092891241807918,ADHD
1905158692418310455,ADHD
1918033145489768517,ADHD
1859697917533286794,ADHD
1844221739074523402,ADHD
1909503669521076445,ADHD
1909512853091918169,ADHD
1909523280496566276,ADHD
1917250030655725836,ADHD
1917250588598739093,ADHD
1917250765036441836,ADHD
1917290114914607230,ADHD
1917293157680587249,ADHD
1952625299201384892,ADHD
1871364543773024647,ADHD
1886716023216242966,ADHD
1886791941146226966,ADHD
1894211902068129896,ADHD
1940052750873813074,ADHD
1896723171803582489,ADHD
1896756805226967261,ADHD
1904625292473479479,ADHD
1904627253985812773,ADHD
1904630287050670115,ADHD
1919725612677173643,ADHD
1922083009022296295,ADHD
1965414141432397945,ADHD
1970617235367747721,ADHD
1915151555189248256,ADHD
1915153036915200287,ADHD
1915155774470312070,ADHD
1915155895946010827,ADHD
1915159018735075809,ADHD
1915159557283987855,ADHD
1915175579231592917,ADHD
1917419205000876052,ADHD
1953005310094000360,ADHD
1953141321109045446,ADHD
1953188762910855372,ADHD
1864423695126573197,ADHD
1886959253694403009,ADHD
1882117891321168139,ADHD
1882119966822170844,ADHD
1882137649986855168,ADHD
1882140058788245519,ADHD
1882144756899467282,ADHD
1882146607992578434,ADHD
1882147746796437926,ADHD
1882152795392143433,ADHD
1882157795124064487,ADHD
1882158583749747192,ADHD
1882158614703698329,ADHD
1882160664862744822,ADHD
1882163018508931521,ADHD
1882173545750622703,ADHD
1882186700086210964,ADHD
1882191577629790291,ADHD
1882193813147648213,ADHD
1884602137453220043,ADHD
1884723187847451029,ADHD
1945317811376792001,ADHD
1945318658043261279,ADHD
1904698780231881056,ADHD
1904699604811055226,ADHD
1920065694042894397,ADHD
1990994817677963771,ADHD
1843807854475784637,ADHD
1907960964302954705,BPD
1907967027806900685,BPD
1908047783942058095,BPD
1908166472058159235,BPD
1908188193662394595,BPD
1908215792014860371,BPD
1908218490789790144,BPD
1908230072328200299,BPD
1908230481209966965,BPD
1908230933334896773,BPD
1908239440104886752,BPD
1908241394616918216,BPD
1908254541931569431,BPD
1908269876898115902,BPD
1908287286334414874,BPD
1908287843212071042,BPD
1908288362684752160,BPD
1908288520092844377,BPD
1910496794636664906,BPD
1910516820542644475,BPD
1910570112131686705,BPD
1910574040164577322,BPD
1910574229470277750,BPD
1910574233391931517,BPD
1910574237552697851,BPD
1910574241470349363,BPD
1910574245312143615,BPD
1910600088055144916,BPD
1910600818396717340,BPD
1910601607953383537,BPD
1910602436181712969,BPD
1910602970481516621,BPD
1910681645981523990,BPD
1910693524267315282,BPD
1910695296046190870,BPD
1910706554824712616,BPD
1910706814062145639,BPD
1910719933396189347,BPD
1910727792053862769,BPD
1910750187016069406,BPD
1910750409842676029,BPD
1910757227222475174,BPD
1910757334051156147,BPD
1910802333979541971,BPD
1910828392754094514,BPD
1910844615961333946,BPD
1913024411466158296,BPD
1913056997785665573,BPD
1913074970235904372,BPD
1913079183586042065,BPD
1913081489119420858,BPD
1913085800062844951,BPD
1913110818146730088,BPD
1913120847230869700,BPD
1913122196576149943,BPD
1913160723007496490,BPD
1913161717804130448,BPD
1913162043470815601,BPD
1913221412573098040,BPD
1913233555229941944,BPD
1913239377930596423,BPD
1913240887527698884,BPD
1913253817832947765,BPD
1913256026591109464,BPD
1913285713556029821,BPD
1913304319421448560,BPD
1913311902698029370,BPD
1913312367380701549,BPD
1913314935427235906,BPD
1913322203438854386,BPD
1913337403021963420,BPD
1913340437777076336,BPD
1913381813810057294,BPD
1915571863012733158,BPD
1915571868335300631,BPD
1915574755689636066,BPD
1915581341019849019,BPD
1915581858731204818,BPD
1915582520860569833,BPD
1915585658728419430,BPD
1915589594801729947,BPD
1915612222237114484,BPD
1915635158490697780,BPD
1915635162441748904,BPD
1915637632652005562,BPD
1915645702991908983,BPD
1915648351380386248,BPD
1915702954654355579,BPD
1915736469647556914,BPD
1915737856804360228,BPD
1915737979726778823,BPD
1915740162107035871,BPD
1915743958560387281,BPD
1915745620947542374,BPD
1915753555614486561,BPD
1915758381899383096,BPD
1915771173184455167,BPD
1915772970275942618,BPD
1915775917625901364,BPD
1915779701278208474,BPD
1915799296412144018,BPD
1915803595468886208,BPD
1915803776021074343,BPD
1915807034374607094,BPD
1915807391628620195,BPD
1915825255404261445,BPD
1915835967333601710,BPD
1915855873068462357,BPD
1915866156507836828,BPD
1915877303126569204,BPD
1915879594592506359,BPD
1915898997656490089,BPD
1915899100832157863,BPD
1915905282779091413,BPD
1915905394746024259,BPD
1951095288724332709,BPD
1951128136810148251,BPD
1951128139884548496,BPD
1951128146398343191,BPD
1951128153268605321,BPD
1951199599999266987,BPD
1951213203943247928,BPD
1951254191298543908,BPD
1951266131148411064,BPD
1951268063573049628,BPD
1951277896968053191,BPD
1951312957624737814,BPD
1951313139712119237,BPD
1951313143973503425,BPD
1951357180181148129,BPD
1951404606338281540,BPD
1951404881165905972,BPD
1951420050667168231,BPD
1953624738158301382,BPD
1953647342495957067,BPD
1953694457183846859,BPD
1953705534093140263,BPD
1953736947328823731,BPD
1953737450188095590,BPD
1953785046780748059,BPD
1953889289261162945,BPD
1953964524778009012,BPD
1953965278947422483,BPD
1953965563543531840,BPD
1956180385412354486,BPD
1956207673512202502,BPD
1956223850028446116,BPD
1956312079222046759,BPD
1956324177738121256,BPD
1956332451145413102,BPD
1956389684830953580,BPD
1956421820447645969,BPD
1956423016239317383,BPD
1958735530755240343,BPD
1958751693312586052,BPD
1958844924553511286,BPD
1958854079003627703,BPD
1958854394398507225,BPD
1958856190345039990,BPD
1958875741916991745,BPD
1958881704698909078,BPD
1958882933541867650,BPD
1958882938013016256,BPD
1958882941964026171,BPD
1958897556160721145,BPD
1958919498595279029,BPD
1958949571385569458,BPD
1958996806081421323,BPD
1959000878469284074,BPD
1959004705428054130,BPD
1959010923873452490,BPD
1961279581832491084,BPD
1961327899706847672,BPD
1961331299668386235,BPD
1961411278309585224,BPD
1961434202412388667,BPD
1961435145027637271,BPD
1961484716147724320,BPD
1961484720132206929,BPD
1961484723483541764,BPD
1961485317426356533,BPD
1961485321276670206,BPD
1961485325445792013,BPD
1961485330164449405,BPD
1961544478973427715,BPD
1961566269649391632,BPD
1961577169169031644,BPD
1996777680109256772,BPD
1996966123061813341,BPD
1997005125546594800,BPD
1997035409344549327,BPD
1997035412649549981,BPD
1997035416114155589,BPD
1997035419737944361,BPD
1997035719593021489,BPD
1997035722847801781,BPD
1997035726962319527,BPD
1997035730468839789,BPD
1999512842106511456,BPD
1999512845055049873,BPD
1999575665637462105,BPD
1999575668984602662,BPD
1999575672251908149,BPD
1999575675192095200,BPD
1999603874873647110,BPD
1999604547342188620,BPD
1999608603745931399,BPD
1999617818489127389,BPD
1999630068910555518,BPD
2001860286073204747,BPD
2001893017213411632,BPD
2002076481699398140,BPD
2002076486409597295,BPD
2002076779780190268,BPD
2002076784431673730,BPD
2002137643476221971,BPD
2004458101219721519,BPD
2004458979834126783,BPD
2004464000135057675,BPD
2004569342298739166,BPD
2004593855669436620,BPD
2004617465331155295,BPD
2004617468732735902,BPD
2004617847612547472,BPD
2004617850993213505,BPD
2004617854755491984,BPD
2004655193300803799,BPD
2019561890393841908,BPD
2019561893476835777,BPD
2019561897088188438,BPD
2019562033042047273,BPD
2019584460610486432,BPD
2019687872593641826,BPD
2019714015690399878,BPD
2019722068699582661,BPD
2019730471434035659,BPD
2019730476727140828,BPD
2019730481747841474,BPD
2019730486277591488,BPD
2019730490593538285,BPD
2019730495173747191,BPD
2019730499661656123,BPD
2019730503260422360,BPD
2019730507060445445,BPD
2019730511229489620,BPD
2019733905390354937,BPD
2019868867682791801,BPD
2019869303881781452,BPD
2019903836048044434,BPD
2019908236116115860,BPD
2019909345337630790,BPD
1887824128419168277,BPD
1890392417011925389,BPD
1892794413719445580,BPD
1892834106297254073,BPD
1892857937581719931,BPD
1892992790574895482,BPD
1892992951892013254,BPD
1892993406529306982,BPD
1892996316503928853,BPD
1892996593076326702,BPD
1893015114564968937,BPD
1893055930616496399,BPD
1895343137742033210,BPD
1895347093419778062,BPD
1895446026317934744,BPD
1895464932814078409,BPD
1895468478930600433,BPD
1895468884746264996,BPD
1895470331139399850,BPD
1895472373752897570,BPD
1895473544298889363,BPD
1895526836924559858,BPD
1895527169398649099,BPD
1895622392288092536,BPD
2007047895149871303,BPD
2007080881907814896,BPD
2007126533899735547,BPD
2007184795558916340,BPD
2007184799543521670,BPD
2007184804136267945,BPD
2007184807831449633,BPD
2007184813493760119,BPD
2007185062228549966,BPD
2007216469218931171,BPD
2007216473564164141,BPD
2007216478714769860,BPD
2007220074021826594,BPD
2007220077951922339,BPD
2007220084633473273,BPD
2007225510460559722,BPD
2009646031835955215,BPD
2009646035124326839,BPD
2009646038223581596,BPD
2009646041428353452,BPD
2011958458417885269,BPD
2012000781159833703,BPD
2012206907604291723,BPD
2012237622689632370,BPD
2012237626460246110,BPD
2012237629568253962,BPD
2012238957346423257,BPD
2012238960471253200,BPD
2012238963856024024,BPD
2012287020802994511,BPD
2014580260222705958,BPD
2014582299187102041,BPD
2014588222395777277,BPD
2014748253053485187,BPD
2014850362394485215,BPD
2017108441873957215,BPD
2017108531174908060,BPD
2017108632706367938,BPD
2017110253075099657,BPD
2017143406078648351,BPD
2017238418107797594,BPD
2017245211324195070,BPD
2017255294833680781,BPD
2017304684285821305,BPD
2017387147804672307,BPD
1885217408492744837,BPD
1940951022522061155,BPD
1940955870801842405,BPD
1940956447489343810,BPD
1940957135061635568,BPD
1940965892999074048,BPD
1940966946335609087,BPD
1940973561851924979,BPD
1940974748844151107,BPD
1940976317337629142,BPD
1940976709106651439,BPD
1941004659063509204,BPD
1941091103278878877,BPD
1941099256288518368,BPD
1941099317160542597,BPD
1941100592103137611,BPD
1941102502759600205,BPD
1941137288169504954,BPD
1941176423429046566,BPD
1941206758091022370,BPD
1941247208092991986,BPD
1941258468536746008,BPD
1941259047631749492,BPD
1941259119610167332,BPD
1941272325175046541,BPD
1943519108609212653,BPD
1943638633841340612,BPD
1943638637326876698,BPD
1943638829002265041,BPD
1943638832001253507,BPD
1943640793052299577,BPD
1943645336590807225,BPD
1943645746290405627,BPD
1943646134796255250,BPD
1943646599890006515,BPD
1943647396996559282,BPD
1943648345206984907,BPD
1943649225910206807,BPD
1943650096270242003,BPD
1943650260355604843,BPD
1943650925777657991,BPD
1943651342498615385,BPD
1943652283104833627,BPD
1943652806935683262,BPD
1943653571880227205,BPD
1943653805918204346,BPD
1943659517729767797,BPD
1943660481266217462,BPD
1943698394117017961,BPD
1943721699423211957,BPD
1943725805995012360,BPD
1943726125957386384,BPD
1943804249315451050,BPD
1945999427665010865,BPD
1946022240388001972,BPD
1946037744733733344,BPD
1946047689268789437,BPD
1946075382957891630,BPD
1946098479878521236,BPD
1946155767058338088,BPD
1946182903072776382,BPD
1948549517063700875,BPD
1948616874104947190,BPD
1948654531962962230,BPD
1948668580125700384,BPD
1948678439554191518,BPD
1948689529361043785,BPD
1948738978628153836,BPD
1948738983388676476,BPD
1948739035368689679,BPD
1948746790955626581,BPD
1948747472953577788,BPD
1948859405581033548,BPD
1948864493548962275,BPD
1948866478775673076,BPD
1948880658203640292,BPD
1930822796352913843,BPD
1930934967787229270,BPD
1930937069427196162,BPD
1931011363171680472,BPD
1931059344864645598,BPD
1931060149420249475,BPD
1931061320365088974,BPD
1931077923597115645,BPD
1931092037136536031,BPD
1931092209178132923,BPD
1931092687161049524,BPD
1931093886677533099,BPD
1931096474294587841,BPD
1931105740921434570,BPD
1931117042947784978,BPD
1933314252497903889,BPD
1933317470976442838,BPD
1933353347853267192,BPD
1933353536945012791,BPD
1933413118228521098,BPD
1933447736575066242,BPD
1933468695134941521,BPD
1933485849611571588,BPD
1933486911504457816,BPD
1933491739769331828,BPD
1933492380579013003,BPD
1933493255619940367,BPD
1933506589933097261,BPD
1933511116807922017,BPD
1933520953071329740,BPD
1933539152164749340,BPD
1933548310402642120,BPD
1933575819118416249,BPD
1933582789045080150,BPD
1933589726453285291,BPD
1933636066189156692,BPD
1933664883872088388,BPD
1935900436600373442,BPD
1935901486132674720,BPD
1935901773908066591,BPD
1935905495736631458,BPD
1935912663793713542,BPD
1935916775901659156,BPD
1935926365770973256,BPD
1935934959153279216,BPD
1935975405581717520,BPD
1936014239065591924,BPD
1936076907889807768,BPD
1936093335158149528,BPD
1936093339226607755,BPD
1936093607343370439,BPD
1936135346821226578,BPD
1936146105856626698,BPD
1936146399248396579,BPD
1936164934603383290,BPD
1936193551760490590,BPD
1938396484699070966,BPD
1938398059949658132,BPD
1938398304577978658,BPD
1938484720561791131,BPD
1938494729076805894,BPD
1938494952482213924,BPD
1938501724051853771,BPD
1938507479265992991,BPD
1938524677900771351,BPD
1938546846311297233,BPD
1938554175354441923,BPD
1938557475256455598,BPD
1938564003908682042,BPD
1938655298102985037,BPD
1938655549719011474,BPD
1897807863340265631,BPD
1897809691155054879,BPD
1897817095271805324,BPD
1897817724027351445,BPD
1897818047466914173,BPD
1897848455315268039,BPD
1897853379537260611,BPD
1897855114615947574,BPD
1897860633443377607,BPD
1898038083674640669,BPD
1898039410903421364,BPD
1898062622806749394,BPD
1898113385117687950,BPD
1898114350931382757,BPD
1898114757825094111,BPD
1898140986477625497,BPD
1900356407880216772,BPD
1900555151347163539,BPD
1900559260553027867,BPD
1900591761203843289,BPD
1900593644823843217,BPD
1900637773205307425,BPD
1900649561569587242,BPD
1900662023332958439,BPD
1902875599909147015,BPD
1902907436786127072,BPD
1902980096006201493,BPD
1903032569395917165,BPD
1903040124465590664,BPD
1903044135293960639,BPD
1903070394082382086,BPD
1903071149115769011,BPD
1903071862986342465,BPD
1903072392399741343,BPD
1903093624054694061,BPD
1903142776499581347,BPD
1903158845985505436,BPD
1903209295958646785,BPD
1903224261415674101,BPD
1903224731727200394,BPD
1903224735821074701,BPD
1903224755647357259,BPD
1903226493725184004,BPD
1903232221126766988,BPD
1903234438164591087,BPD
1905411897127477343,BPD
1905429395390841062,BPD
1905430268283928908,BPD
1905504674142134404,BPD
1905675607922671867,BPD
1905691492259430768,BPD
1905713816035541101,BPD
1905718071098269859,BPD
1905729327372902401,BPD
1905729547053703464,BPD
1905740502953275876,BPD
1905741190403862706,BPD
1905756863938834803,BPD
1905759507273199837,BPD
